I_mean,I_variance,I_stdDev,Q_mean,Q_variance,Q_stdDev,label
-0.328748,0.925239,0.961893,0.00285114,0.0120233,0.109651,0
0.315078,1.01197,1.00597,0.0326424,0.00466095,0.0682711,0
0.0880045,0.985641,0.992795,-0.0449085,0.00931269,0.0965023,0
0.56362,0.667152,0.816794,0.00288283,0.0157387,0.125454,0
0.0559441,1.01296,1.00646,0.0110726,0.00992541,0.0996264,0
-0.102459,0.993887,0.996939,-0.0149714,0.00806896,0.0898274,0
-0.236571,0.972518,0.986163,-0.00432273,0.00990367,0.0995172,0
-0.462658,0.748696,0.865272,-0.000848101,0.0139627,0.118164,0
0.141768,0.999114,0.999557,-0.0261355,0.00691988,0.0831858,0
0.339026,0.868062,0.931698,-0.00582855,0.0114595,0.107049,0
-0.0662355,0.986549,0.993252,-0.0282293,0.0162044,0.127296,0
0.0736835,1.03437,1.01704,0.00264118,0.0101262,0.100629,0
0.367733,0.793839,0.890976,-0.00848908,0.012632,0.112392,0
0.250352,0.988481,0.994224,-0.00529905,0.00748191,0.0864981,0
0.0669527,1.00008,1.00004,-0.0402554,0.00925476,0.0962017,0
0.466732,0.818007,0.904437,0.0370382,0.00857153,0.0925825,0
-0.104385,0.938513,0.968769,-0.0194121,0.0137427,0.117229,0
-0.226835,0.956229,0.977869,0.00349576,0.0129974,0.114006,0
0.216505,1.0322,1.01597,-0.00238518,0.0103198,0.101586,0
0.341934,0.837081,0.914921,-0.0496132,0.00466688,0.0683146,0
0.59822,0.68382,0.826934,0.0252109,0.0182606,0.135132,0
-0.214956,0.940592,0.969841,-0.0203408,0.00655676,0.0809738,0
-0.626275,0.668824,0.817817,-0.0365911,0.0119452,0.109294,0
0.451778,0.764771,0.874512,0.0208465,0.0101907,0.100949,0
0.34199,0.905399,0.951525,0.0187197,0.00582621,0.0763296,0
0.205018,1.02134,1.01061,0.0182903,0.00751684,0.0866997,0
-0.174408,0.93608,0.967512,-0.0307304,0.00841861,0.091753,0
-0.207223,0.965161,0.982426,0.0446906,0.00878782,0.0937434,0
-0.599914,0.69929,0.836236,-0.0280268,0.0172623,0.131386,0
0.190806,0.934552,0.966722,-0.024504,0.00884916,0.09407,0
0.505645,0.822891,0.907133,0.000753565,0.0068773,0.0829295,0
0.0767372,0.956776,0.978149,0.014511,0.00803751,0.0896522,0
-0.336954,0.972615,0.986212,-0.0132213,0.00984663,0.0992302,0
-0.201609,1.03396,1.01684,0.0393645,0.00601967,0.0775866,0
-0.345454,0.904445,0.951023,0.0302044,0.00599797,0.0774465,0
0.176226,0.946845,0.97306,0.0185032,0.00558981,0.074765,0
-0.155013,0.95179,0.975597,0.0206551,0.0118901,0.109042,0
-0.216171,0.898777,0.948039,-0.0282501,0.00706461,0.0840512,0
0.228579,0.958224,0.978889,-0.00769068,0.00790693,0.0889209,0
-0.100784,1.0836,1.04096,0.0319255,0.012405,0.111378,0
0.0517437,1.12095,1.05875,0.00539109,0.00613104,0.078301,0
-0.0177561,0.977843,0.98886,0.0129042,0.0095683,0.0978177,0
0.371405,0.893855,0.945439,-0.023213,0.00992904,0.0996446,0
-0.323103,0.859008,0.926827,0.0292133,0.00931816,0.0965306,0
-0.759038,0.476526,0.690309,0.038855,0.0057097,0.0755625,0
0.102749,1.03492,1.01731,-0.000461756,0.0203632,0.1427,0
-0.0567127,0.978515,0.989199,-0.0196086,0.00778886,0.0882545,0
0.0470342,0.962597,0.98112,0.0227629,0.0117005,0.108169,0
0.227493,0.928042,0.96335,-0.0244606,0.00859942,0.092733,0
-0.328657,0.811025,0.900569,0.0388933,0.00978371,0.0989126,0
-0.3286,0.840189,0.916618,0.0469185,0.0174049,0.131928,0
0.466122,0.829429,0.91073,0.026212,0.0107048,0.103464,0
-0.0590382,0.996829,0.998413,0.00678019,0.0135062,0.116216,0
0.462131,0.859299,0.926984,-0.0444982,0.00874253,0.0935015,0
0.486643,0.808057,0.89892,-0.00391841,0.0148314,0.121784,0
0.349769,0.870764,0.933147,-0.0425394,0.0120525,0.109784,0
0.211074,1.00656,1.00328,-0.0129248,0.00816286,0.0903485,0
-0.0570729,0.971754,0.985776,-0.00987715,0.00986626,0.0993291,0
0.190989,0.869952,0.932712,-0.00423996,0.0112572,0.1061,0
-0.190185,0.948215,0.973764,0.0402569,0.0084418,0.0918792,0
0.222814,0.959979,0.979785,0.0497729,0.00458518,0.067714,0
0.0921329,0.968128,0.983935,-0.0214103,0.0156451,0.12508,0
-0.460677,0.845823,0.919686,0.0327398,0.00677912,0.0823354,0
-0.500126,0.691179,0.831372,0.00358388,0.011048,0.105109,0
-0.0366665,0.984087,0.992012,-0.083318,0.0128221,0.113234,0
-0.180114,0.992474,0.99623,0.0105021,0.00921431,0.0959912,0
-0.0420787,0.927161,0.962892,0.0230595,0.00969534,0.0984649,0
-0.141225,1.0352,1.01745,0.0167443,0.0136245,0.116724,0
0.0723557,0.946949,0.973113,-0.0245759,0.0140403,0.118492,0
0.204538,0.95125,0.97532,-0.0347118,0.00327413,0.05722,0
-0.202856,0.929659,0.964188,0.0028813,0.00503162,0.0709339,0
-0.451081,0.799457,0.894123,0.0187555,0.00675389,0.0821821,0
0.024759,0.999991,0.999995,-0.0310934,0.0085169,0.0922871,0
0.0910031,0.963405,0.981532,-0.000415282,0.00556069,0.07457,0
0.0570284,0.899784,0.94857,0.0211423,0.00766593,0.0875553,0
0.190253,1.03776,1.01871,0.0202404,0.0106481,0.10319,0
0.0374932,1.0946,1.04623,-0.00585964,0.00785349,0.0886199,0
0.21096,0.977689,0.988781,0.00785623,0.0111249,0.105474,0
0.236351,0.962432,0.981036,0.0243083,0.0142368,0.119318,0
0.201034,0.914101,0.956086,-0.0518854,0.0098683,0.0993393,0
0.190863,0.997204,0.998601,-0.00718966,0.00609056,0.078042,0
-0.0360083,0.996629,0.998313,0.000660167,0.00452755,0.067287,0
0.096715,1.08313,1.04074,-0.0150421,0.00842076,0.0917647,0
-0.322997,0.801835,0.895452,0.011641,0.0109712,0.104743,0
-0.17413,0.966358,0.983035,-0.0438362,0.0096227,0.0980954,0
-0.197589,0.933842,0.966355,-0.0293256,0.0142238,0.119264,0
0.0661991,0.999196,0.999598,-0.000915665,0.00771256,0.0878212,0
-0.0567283,0.997839,0.998919,0.0194098,0.00487587,0.0698275,0
0.060609,1.03737,1.01852,-0.000801523,0.00597377,0.0772902,0
-0.437109,0.81014,0.900078,-0.0476883,0.0043324,0.065821,0
0.06067,1.04455,1.02203,-0.00491348,0.0109303,0.104548,0
0.128986,0.984777,0.992359,-0.0207857,0.00892565,0.0944757,0
-0.0655372,1.04634,1.02291,0.00899168,0.00692959,0.0832442,0
0.0521684,1.02453,1.01219,-0.0150824,0.00797192,0.0892856,0
-0.210545,0.981911,0.990914,-0.00913464,0.0103202,0.101588,0
-0.332435,0.938514,0.968769,0.0214241,0.00697316,0.0835055,0
-0.170735,0.921626,0.960013,0.000140389,0.00586756,0.0766,0
-0.211567,0.880274,0.938229,-0.0080549,0.013892,0.117864,0
0.311424,0.816737,0.903735,-0.00186982,0.0125399,0.111982,0
-0.302235,0.844826,0.919144,0.0100984,0.00216219,0.0464993,0
-0.43251,0.839396,0.916186,0.00783555,0.0172207,0.131228,0
0.176464,0.985849,0.992899,0.00297221,0.00483593,0.0695409,0
-0.212324,0.930926,0.964845,0.0253983,0.010515,0.102543,0
0.3054,0.847094,0.920377,-0.0293871,0.0115942,0.107676,0
-0.307935,0.911724,0.954843,0.00527416,0.0125021,0.111813,0
-0.467997,0.815795,0.903214,0.0180223,0.011128,0.105489,0
-0.0278874,1.14308,1.06915,-0.0267889,0.00854594,0.0924442,0
-0.481718,0.823414,0.907422,-0.0495932,0.00575887,0.0758872,0
0.036725,1.01194,1.00595,-0.0240477,0.0193873,0.139238,0
-0.350637,0.836102,0.914386,0.000596748,0.0119014,0.109094,0
-0.369389,0.871542,0.933564,0.0056992,0.00627512,0.0792156,0
-0.0291153,0.966381,0.983047,0.0176469,0.0181396,0.134683,0
-0.306156,0.968981,0.984368,-0.02306,0.0120088,0.109585,0
-0.213544,1.05442,1.02685,-0.02995,0.014613,0.120884,0
0.23646,0.955888,0.977695,0.0147295,0.00633644,0.0796018,0
0.199047,0.952306,0.975862,0.0336397,0.011543,0.107439,0
0.185809,0.999754,0.999877,0.016307,0.00914602,0.0956348,0
-0.614714,0.647378,0.804598,-0.0319322,0.00621718,0.0788491,0
0.441159,0.845435,0.919475,0.0340353,0.0134332,0.115902,0
0.297903,0.937914,0.96846,0.0181667,0.0175786,0.132584,0
0.0336292,1.02115,1.01052,-0.0296135,0.0120752,0.109887,0
-0.329514,0.918188,0.958221,0.0164186,0.0057018,0.0755103,0
-0.208305,0.918947,0.958617,-0.0357039,0.0133486,0.115536,0
-0.220008,0.949508,0.974427,-0.0359269,0.00938189,0.0968602,0
-0.389782,0.823693,0.907575,-0.0186724,0.00822027,0.0906657,0
0.171819,0.987291,0.993625,0.0366628,0.0125778,0.112151,0
-0.0544821,1.04699,1.02323,0.0138958,0.00975232,0.0987538,0
0.0923754,1.04148,1.02053,-0.0152634,0.0099799,0.0998995,0
-0.594982,0.663995,0.814859,0.0269174,0.0068445,0.0827315,0
-0.0316797,0.952973,0.976203,-0.0070168,0.0147559,0.121474,0
-0.48602,0.803449,0.896353,-0.00525799,0.0187057,0.136769,0
0.221942,0.896027,0.946587,-0.0139873,0.011783,0.108549,0
-0.204084,0.971175,0.985482,-0.00843196,0.0139242,0.118001,0
-0.194828,1.00636,1.00317,-0.0144353,0.011734,0.108324,0
-0.260608,1.06137,1.03023,0.0416606,0.00812172,0.0901206,0
-0.182656,0.980266,0.990084,-0.00221129,0.00513161,0.0716353,0
-0.0763766,1.01437,1.00716,-0.0135499,0.0120611,0.109823,0
-0.468445,0.722446,0.849968,0.0105004,0.0051359,0.0716652,0
0.204274,0.976366,0.988112,0.0186575,0.00591522,0.0769105,0
0.0138666,0.981497,0.990705,-0.000352246,0.00916508,0.0957344,0
0.0329288,1.07079,1.03479,0.0205597,0.00729185,0.0853923,0
0.33387,0.957837,0.978691,0.0796866,0.0140427,0.118502,0
0.0360992,1.01837,1.00914,0.0225142,0.0109031,0.104418,0
-0.183964,0.977092,0.988479,-0.0485961,0.00471964,0.0686996,0
-0.469722,0.725748,0.851909,-0.0360639,0.00615342,0.0784437,0
0.476999,0.773638,0.879567,-0.0127546,0.00663942,0.0814826,0
0.177858,0.996587,0.998292,0.0047074,0.00719221,0.0848069,0
-0.206192,1.02341,1.01164,0.0112501,0.0100978,0.100488,0
-0.188108,0.972002,0.985902,-0.00983045,0.00918115,0.0958183,0
0.177598,1.04176,1.02067,0.00177623,0.0084706,0.0920359,0
-0.0855193,1.04922,1.02431,0.00990255,0.00528157,0.0726744,0
0.0359456,0.979043,0.989466,-0.0395512,0.0105666,0.102794,0
-0.493082,0.818993,0.904982,-0.00974638,0.007495,0.0865737,0
0.090867,1.09487,1.04636,-0.000202792,0.00628571,0.0792825,0
0.320955,0.939342,0.969196,-0.0366116,0.0118472,0.108845,0
0.077781,0.987384,0.993672,-0.0107585,0.00821135,0.0906165,0
-0.205236,1.00749,1.00374,0.0365564,0.00458977,0.0677478,0
0.241035,1.02036,1.01013,0.0424409,0.00491831,0.0701307,0
-0.222997,0.960582,0.980093,0.0199336,0.00536941,0.0732762,0
0.0890552,1.00575,1.00287,-0.0159293,0.0212152,0.145654,0
-0.0408456,0.921375,0.959883,-0.0576716,0.0126436,0.112444,0
-0.132623,0.963299,0.981478,-0.00277758,0.00798641,0.0893667,0
0.34228,0.93094,0.964852,0.0331052,0.0176244,0.132757,0
-0.0402881,1.01613,1.00803,-0.0121506,0.00696826,0.0834761,0
-0.177628,0.960918,0.980264,-0.00756805,0.0102904,0.101442,0
0.448178,0.801781,0.895422,-0.0346652,0.0067409,0.082103,0
0.050553,0.949181,0.974259,-0.00720768,0.00823446,0.0907439,0
-0.20196,0.963922,0.981795,0.0130793,0.0156386,0.125054,0
-0.109341,1.01019,1.00508,0.00609186,0.0191139,0.138253,0
0.184309,0.891142,0.944003,-0.0282239,0.00960829,0.0980219,0
-0.0397194,1.05024,1.02481,0.021593,0.00777161,0.0881568,0
-0.390315,0.893578,0.945292,0.0166659,0.00628251,0.0792623,0
-0.0622914,0.977026,0.988446,0.0152809,0.0118889,0.109036,0
0.0851814,0.969299,0.98453,-0.0299455,0.013793,0.117444,0
0.0636893,0.979203,0.989547,-0.0203152,0.00690423,0.0830917,0
-0.0231948,1.13408,1.06493,0.00120895,0.00987742,0.0993852,0
-0.208976,1.00823,1.00411,0.017672,0.00597594,0.0773042,0
-0.184783,0.951449,0.975423,0.0027578,0.0129209,0.11367,0
-0.339363,0.909563,0.95371,-0.00933854,0.0118049,0.10865,0
0.32667,0.944852,0.972035,-0.0329514,0.0226219,0.150406,0
0.0969315,0.875584,0.935727,-0.0186191,0.00857488,0.0926007,0
0.33913,0.92178,0.960094,-0.00303766,0.0141806,0.119082,0
-0.192001,0.99197,0.995977,0.0101597,0.0125191,0.111889,0
-0.330133,0.828666,0.910311,0.00382031,0.0148672,0.121931,0
-0.153183,1.00734,1.00366,-0.00118419,0.00714757,0.0845433,0
-0.0886561,1.09858,1.04813,0.0195289,0.00841399,0.0917278,0
-0.342358,0.907183,0.952462,0.0163051,0.00825375,0.0908502,0
0.200025,1.02813,1.01397,-0.00302531,0.00860108,0.092742,0
-0.022606,1.05654,1.02788,-0.0420243,0.0044804,0.0669358,0
0.31382,0.939188,0.969117,-0.00634408,0.0150331,0.122609,0
-0.19595,0.939752,0.969408,0.00504388,0.00757599,0.0870402,0
0.160602,0.951474,0.975436,0.0238853,0.00457647,0.0676496,0
0.0831724,0.965733,0.982717,-0.00942933,0.00457985,0.0676746,0
0.0487403,0.947055,0.973167,0.0323525,0.0139452,0.11809,0
-0.340735,0.990059,0.995017,0.0131598,0.0161976,0.12727,0
0.0363184,1.07337,1.03604,-0.0387753,0.0104317,0.102136,0
0.0246091,0.927806,0.963227,-0.0151074,0.00972427,0.0986117,0
0.0384411,1.00479,1.00239,-0.0116795,0.0185937,0.136359,0
0.140846,1.02045,1.01018,-0.0614328,0.0121695,0.110315,0
-0.197533,0.866419,0.930816,0.00986548,0.00805366,0.0897422,0
-0.102,1.08896,1.04353,0.00442225,0.0122287,0.110583,0
-0.179,0.969246,0.984503,-0.015972,0.00671385,0.0819381,0
-0.359434,0.910209,0.954049,0.018589,0.00788231,0.0887824,0
0.235749,1.02209,1.01098,0.0287814,0.0150156,0.122538,0
0.0473149,1.02481,1.01233,0.00658448,0.0121259,0.110118,0
0.0751699,0.999908,0.999954,0.000519954,0.00495005,0.0703566,0
0.0523813,0.924431,0.961473,0.0088402,0.00865568,0.0930359,0
-0.0694214,0.963917,0.981793,0.0136557,0.00409955,0.0640277,0
0.0679301,0.955409,0.97745,0.0463251,0.0104498,0.102224,0
0.0714419,1.00714,1.00356,-0.00560896,0.00591106,0.0768834,0
-0.0792376,1.03343,1.01658,0.0289955,0.00311297,0.055794,0
-0.342991,0.935657,0.967294,0.0315812,0.00818478,0.0904698,0
0.19668,0.950638,0.975006,-0.0331902,0.00932226,0.0965518,0
0.526988,0.805179,0.897317,-0.0265908,0.0192774,0.138843,0
-0.336534,0.895784,0.946458,0.00390967,0.00339321,0.0582513,0
-0.0849706,0.963596,0.981629,0.0210884,0.00596987,0.0772649,0
-0.0765792,1.00472,1.00236,0.00782465,0.00578314,0.076047,0
0.330224,0.888003,0.942339,0.00933444,0.00967448,0.098359,0
0.186527,0.94737,0.973329,0.0402038,0.0143721,0.119884,0
0.437034,0.764591,0.874409,-0.0190989,0.0100084,0.100042,0
0.018757,0.975219,0.987532,0.0201102,0.00574324,0.0757842,0
-0.210908,0.900044,0.948706,-0.0418935,0.00386291,0.0621523,0
0.0416423,0.982776,0.991351,-0.00834964,0.00658057,0.0811207,0
0.0597816,1.09341,1.04566,0.0406974,0.00838797,0.0915859,0
-0.0273032,0.980865,0.990386,-0.0131505,0.00820116,0.0905602,0
-0.441367,0.790397,0.889043,0.0208091,0.0142582,0.119408,0
-0.0609339,0.940533,0.969811,0.0378213,0.00903481,0.0950516,0
0.0425157,1.01524,1.00759,0.044022,0.010396,0.101961,0
-0.327525,0.969413,0.984588,-0.00302633,0.00653789,0.0808572,0
0.209699,0.927783,0.963215,0.0082472,0.0105071,0.102504,0
0.0242656,1.01551,1.00773,0.0260816,0.010577,0.102844,0
-0.0879568,0.992616,0.996301,0.0435121,0.00903374,0.095046,0
0.196602,0.992011,0.995997,0.026162,0.00468704,0.068462,0
-0.063523,0.972887,0.98635,-0.0167033,0.00476647,0.0690396,0
-0.0640832,1.01151,1.00574,0.0298109,0.00689313,0.0830249,0
-0.0541143,0.945252,0.972241,-0.0270322,0.00806096,0.0897829,0
-0.505693,0.757245,0.870198,0.0278729,0.0090541,0.095153,0
0.143417,1.00102,1.00051,-0.0338014,0.0291287,0.170671,0
0.567396,0.660066,0.812444,0.00335009,0.00827765,0.0909816,0
-0.181044,0.925106,0.961824,0.0113769,0.0171149,0.130824,0
-0.000459866,1.0569,1.02806,-0.0286907,0.0141819,0.119088,0
0.116419,1.04594,1.02271,-0.0100167,0.0074332,0.086216,0
0.161043,0.858651,0.926634,-0.0204277,0.0142739,0.119474,0
0.203954,0.954493,0.976982,0.0249531,0.00818469,0.0904693,0
-0.102204,1.00868,1.00433,0.0576564,0.00639141,0.0799463,0
-0.032882,1.02762,1.01372,0.0187956,0.0138187,0.117553,0
0.477183,0.777114,0.881541,-0.0167828,0.0218728,0.147895,0
0.472978,0.844315,0.918866,0.0114598,0.00455457,0.0674876,0
-0.20589,0.935047,0.966978,-0.00878089,0.014185,0.119101,0
-0.23609,0.986186,0.993069,0.0220259,0.00551427,0.0742581,0
-0.306173,1.02572,1.01278,0.022749,0.0104643,0.102295,0
0.0523991,1.07193,1.03534,-0.0189716,0.00897499,0.0947364,0
0.714008,0.453052,0.673091,0.00775894,0.0128093,0.113178,0
-0.179916,0.972177,0.98599,-0.00837616,0.00518763,0.0720252,0
-0.225069,0.929023,0.963859,0.0160238,0.016159,0.127118,0
0.357771,0.900685,0.949044,0.0287388,0.0102593,0.101288,0
0.0561998,1.00619,1.00309,-0.0383936,0.0100839,0.100419,0
-0.0395676,1.01886,1.00938,0.0101429,0.00265825,0.0515583,0
-0.316351,0.889036,0.942887,0.0118279,0.00914162,0.0956118,0
0.239037,0.957229,0.978381,-0.000838707,0.00371688,0.0609662,0
-0.178298,0.900104,0.948738,-0.0265878,0.0156477,0.125091,0
0.0642433,1.08871,1.04341,-0.0178306,0.00595139,0.0771452,0
-0.617178,0.606752,0.778943,0.00394041,0.00609599,0.0780768,0
0.338586,0.951269,0.97533,0.00839912,0.0124971,0.11179,0
0.266277,1.00807,1.00403,-0.0359038,0.00804911,0.0897168,0
0.484258,0.804772,0.897091,0.00154703,0.00406955,0.063793,0
-0.0565224,1.02274,1.01131,-0.0041806,0.0167717,0.129505,0
-0.0334842,1.00211,1.00106,-0.00377593,0.00676321,0.0822387,0
0.447096,0.828614,0.910282,-0.034695,0.0114771,0.107131,0
-0.0444778,0.834506,0.913513,-0.00870629,0.0111709,0.105692,0
0.211755,0.966296,0.983003,0.0217135,0.00645356,0.080334,0
-0.0257459,1.00736,1.00367,-0.0286783,0.00657894,0.0811107,0
-0.230123,0.952217,0.975816,-0.00579368,0.0162354,0.127418,0
0.122948,1.00244,1.00122,-0.00970703,0.00561038,0.0749024,0
-0.198601,0.946307,0.972783,0.0143607,0.0102666,0.101324,0
0.0285315,1.03067,1.01522,0.0174369,0.0153891,0.124053,0
-0.190097,1.00966,1.00482,-0.064415,0.00680824,0.0825121,0
0.365869,0.934651,0.966773,-0.0132928,0.00614654,0.0783999,0
-0.458863,0.760512,0.872073,0.0260976,0.00674633,0.0821361,0
-0.325433,0.92162,0.96001,0.00587062,0.0113783,0.106669,0
-0.12577,0.987405,0.993682,0.028098,0.00827623,0.0909738,0
-0.30865,0.895068,0.94608,0.0163877,0.00704207,0.083917,0
0.16797,0.926286,0.962438,0.00757775,0.00916449,0.0957313,0
-0.342801,0.985471,0.992709,0.0138401,0.00321936,0.0567394,0
0.269097,0.934912,0.966908,0.0636989,0.0108335,0.104084,0
-0.175852,1.08124,1.03983,-0.0143825,0.0128115,0.113188,0
-0.178938,0.985688,0.992818,0.00454903,0.0134642,0.116035,0
-0.102322,0.999091,0.999546,-0.0610898,0.00745419,0.0863377,0
-0.0732456,0.996923,0.99846,-0.0426487,0.00749318,0.0865632,0
-0.134884,1.00294,1.00147,0.00133597,0.00390271,0.0624717,0
0.442136,0.778275,0.882199,-0.0163059,0.00752496,0.0867465,0
0.191153,0.890747,0.943794,0.0158918,0.010762,0.10374,0
0.0510166,0.993755,0.996873,-0.0148297,0.00413357,0.0642929,0
0.337556,0.848875,0.921344,-0.0143185,0.00994423,0.0997208,0
0.054405,0.99086,0.995419,-0.0152724,0.0116119,0.107759,0
-0.0372926,1.0579,1.02854,-0.030925,0.00620049,0.0787432,0
-0.173169,0.969387,0.984575,-0.0491629,0.00878583,0.0937328,0
0.0730733,1.09696,1.04736,-0.00788495,0.012078,0.1099,0
0.60665,0.697624,0.835239,-0.0112075,0.00618962,0.0786742,0
0.0323299,0.980241,0.990071,-0.00495866,0.0126019,0.112258,0
-0.0650244,1.015,1.00747,-0.0310791,0.00956229,0.0977869,0
-0.236756,1.03836,1.019,0.0275098,0.00721734,0.0849549,0
-0.178007,0.983503,0.991717,0.0324655,0.0167804,0.129539,0
0.185118,0.960894,0.980252,-0.0597415,0.00787242,0.0887266,0
0.371235,0.836891,0.914817,-0.010248,0.00484995,0.0696416,0
-0.298468,0.868148,0.931745,0.0192231,0.0105749,0.102834,0
0.323449,0.921138,0.959759,0.00991411,0.0079492,0.0891583,0
0.201672,0.994983,0.997489,0.0343253,0.017804,0.133431,0
0.0360309,0.93975,0.969407,-0.0082548,0.00820593,0.0905866,0
0.335445,1.01277,1.00636,0.014722,0.0110567,0.105151,0
0.220628,0.89796,0.947608,0.0131476,0.0076081,0.0872244,0
-0.238545,1.04702,1.02324,0.0569714,0.0104754,0.10235,0
-0.592804,0.640972,0.800607,-0.0198193,0.00931525,0.0965155,0
0.173997,1.00534,1.00267,-0.00793825,0.00686565,0.0828592,0
-0.0682361,0.962711,0.981179,-0.00428441,0.0146576,0.121069,0
-0.00859624,0.982359,0.99114,-0.00846012,0.00340065,0.0583151,0
-0.0519244,0.997493,0.998746,0.0643719,0.01279,0.113093,0
-0.481833,0.899734,0.948543,0.0317351,0.00890398,0.0943609,0
0.390589,0.866742,0.93099,-0.00438661,0.00960845,0.0980227,0
-0.0863329,0.927811,0.963229,0.0608933,0.0123149,0.110973,0
0.334279,0.937986,0.968497,-0.00206033,0.0138979,0.117889,0
-0.469506,0.744984,0.863125,-0.0222002,0.00243027,0.0492978,0
0.386291,0.806726,0.898179,-0.0565633,0.012908,0.113613,0
0.318827,0.911002,0.954464,-0.0245217,0.00776065,0.0880945,0
0.404742,0.843444,0.918392,-0.00545168,0.00990933,0.0995456,0
0.205183,0.948525,0.973922,-0.0100367,0.00496053,0.070431,0
0.0803958,1.05479,1.02703,-0.00542072,0.005065,0.0711688,0
-0.207097,1.05473,1.027,-0.0310994,0.00663017,0.0814259,0
-0.0805769,1.00077,1.00038,0.00151481,0.011295,0.106278,0
-0.0628954,0.889816,0.9433,0.00733628,0.00508315,0.0712962,0
-0.0621334,0.995929,0.997962,0.000898972,0.0107536,0.1037,0
-0.184124,1.01083,1.0054,0.00337597,0.0148044,0.121673,0
-0.291362,0.97384,0.986834,-0.0399452,0.00289149,0.0537725,0
0.348118,0.810802,0.900445,0.0145874,0.00352376,0.0593612,0
0.167988,0.905534,0.951595,-0.0436302,0.0118462,0.10884,0
0.191243,0.992709,0.996348,0.0365085,0.0103873,0.101918,0
-0.0788999,0.926359,0.962475,-0.0410277,0.00798823,0.0893769,0
0.212461,1.01587,1.0079,-0.00695767,0.00939045,0.0969044,0
-0.32079,0.817655,0.904243,0.00866818,0.00753802,0.0868218,0
-0.0814491,0.984738,0.99234,-0.0196138,0.0094105,0.0970077,0
-0.0340429,0.988632,0.9943,-0.000887426,0.0200879,0.141732,0
0.071233,1.00737,1.00368,-0.0238871,0.0106259,0.103082,0
-0.0692567,0.984658,0.992299,0.000404926,0.00809645,0.0899803,0
0.0636751,1.02846,1.01413,0.0022663,0.0116152,0.107774,0
0.0162126,1.02335,1.01161,0.0318499,0.00964848,0.0982267,0
-0.0722226,1.02781,1.01381,0.0218013,0.00652028,0.0807482,0
0.629646,0.558951,0.74763,-0.000674218,0.00794131,0.089114,0
