I_mean,I_variance,I_stdDev,Q_mean,Q_variance,Q_stdDev,label
0.0693304,1.01666,1.0083,0.0102515,0.00445386,0.0667372,0
0.0912272,1.01183,1.0059,-0.0338896,0.0130045,0.114037,0
0.0677986,1.07948,1.03898,0.031505,0.0143503,0.119793,0
0.119062,1.03119,1.01548,0.0651384,0.00244339,0.0494307,0
0.0485658,0.848719,0.921259,-0.0213451,0.00469708,0.0685352,0
0.0529012,1.04578,1.02263,0.0284117,0.00591147,0.0768861,0
0.056071,1.0515,1.02543,0.0167415,0.0150536,0.122693,0
0.0464673,1.01966,1.00978,0.00570576,0.0055585,0.0745554,0
0.0786228,1.00167,1.00083,0.0262948,0.0134115,0.115808,0
0.0495441,0.962758,0.981202,-0.0139774,0.0101388,0.100691,0
0.066256,0.915893,0.957023,-0.0268734,0.00895948,0.0946545,0
0.0327413,0.998316,0.999158,0.0392686,0.0103078,0.101527,0
0.0546121,1.01023,1.0051,-0.0229624,0.00917031,0.0957617,0
0.0253718,0.989777,0.994875,-0.00547453,0.00875162,0.0935501,0
0.0930233,0.952769,0.976099,-0.00746095,0.00870472,0.0932991,0
0.0492023,0.996585,0.998291,-0.0219776,0.00412072,0.0641928,0
0.0675302,1.088,1.04307,-0.0445347,0.00841414,0.0917286,0
0.0886258,0.917634,0.957932,-0.0202092,0.0070844,0.0841689,0
0.0519104,0.9709,0.985343,0.0321604,0.00916158,0.0957161,0
-0.00426713,0.987685,0.993823,-0.0100473,0.0122619,0.110733,0
0.0776891,1.03423,1.01697,0.0340193,0.0112678,0.10615,0
0.0284227,1.01211,1.00604,-0.00068504,0.00816918,0.0903835,0
0.0535606,1.06462,1.03181,0.0303419,0.00886038,0.0941296,0
0.0779042,1.02698,1.0134,0.030361,0.00971362,0.0985577,0
0.0484096,0.972396,0.986101,-0.0457379,0.0148199,0.121737,0
0.0991499,1.00438,1.00219,0.00599635,0.0114502,0.107006,0
0.0314102,1.07577,1.03719,0.0256893,0.00892447,0.0944694,0
0.0578245,0.974987,0.987414,-0.0236372,0.00801804,0.0895435,0
0.0705733,1.04765,1.02355,-0.00416101,0.00474943,0.0689161,0
0.031792,0.986457,0.993206,-0.0420765,0.0128719,0.113454,0
0.080793,0.968439,0.984093,-0.0153885,0.0104346,0.10215,0
-0.00100755,0.981587,0.990751,0.00570059,0.00689547,0.0830389,0
0.0670173,1.07075,1.03477,0.0192369,0.00916698,0.0957443,0
0.0820346,1.09048,1.04426,0.0190248,0.0125146,0.111869,0
0.0745853,0.986393,0.993173,0.0141059,0.00984538,0.0992239,0
0.0837442,1.06162,1.03035,-0.0154238,0.0143485,0.119785,0
0.0904684,0.929939,0.964334,0.0335823,0.0126157,0.11232,0
0.0359007,1.0974,1.04757,-0.0306021,0.00708501,0.0841725,0
0.0484135,0.9654,0.982548,0.000127749,0.0171085,0.130799,0
0.0928627,1.01028,1.00513,-0.00418441,0.00399826,0.0632318,0
0.124544,1.03923,1.01943,-0.0730745,0.0104259,0.102107,0
0.0543608,0.979631,0.989763,0.0310891,0.00355227,0.0596009,0
0.0209862,0.92059,0.959474,-0.0422768,0.0103558,0.101764,0
0.0751873,0.989809,0.994891,-0.0055667,0.00528397,0.0726909,0
0.0818599,1.07282,1.03577,0.06117,0.0186354,0.136512,0
0.0560558,0.976249,0.988053,-0.0440231,0.00716449,0.0846433,0
0.0848512,0.955901,0.977702,-0.00522622,0.0113827,0.10669,0
0.0702336,0.98533,0.992638,0.0324184,0.00318055,0.0563963,0
0.0744321,0.999018,0.999509,0.0371439,0.00807309,0.0898504,0
0.0745418,0.958764,0.979165,0.00650915,0.00405537,0.0636818,0
0.0443112,1.03929,1.01945,0.0161278,0.00484009,0.0695707,0
0.0719534,0.888892,0.942811,0.01927,0.0064777,0.0804841,0
0.0382549,0.98626,0.993106,0.0167532,0.0076729,0.0875951,0
0.0406607,0.910471,0.954186,0.000467924,0.00864335,0.0929696,0
0.045979,1.06061,1.02986,-0.0331966,0.0109103,0.104452,0
0.106984,0.923536,0.961008,-0.0540462,0.00706168,0.0840338,0
0.0571662,0.940012,0.969542,-0.0243819,0.00970313,0.0985045,0
0.0760811,1.06192,1.03049,0.0131024,0.00611153,0.0781763,0
0.0903899,0.969365,0.984563,-0.00798241,0.00896658,0.094692,0
0.0396403,0.982302,0.991111,0.0240061,0.00940203,0.0969641,0
0.0613824,0.996984,0.998491,0.0024182,0.00551346,0.0742527,0
0.0516491,1.0195,1.0097,0.0216457,0.00685204,0.0827771,0
0.0819264,1.06608,1.03251,-0.0243166,0.00952957,0.0976195,0
0.0297536,1.02685,1.01334,-0.0202993,0.0140694,0.118614,0
0.100233,0.931044,0.964906,-0.0502209,0.0118242,0.108739,0
0.0963383,0.972109,0.985956,-0.010244,0.00802794,0.0895988,0
0.0072267,1.01031,1.00514,-0.0249568,0.00525957,0.0725229,0
0.0506241,1.01275,1.00635,-0.0177276,0.00438618,0.0662282,0
0.0439083,1.04537,1.02243,-0.0102358,0.0120441,0.109745,0
0.087967,1.00169,1.00085,-0.0122426,0.00855999,0.0925202,0
0.0706163,1.00259,1.00129,-0.0160124,0.00526034,0.0725282,0
0.0454636,1.06644,1.03269,-0.00536446,0.00762581,0.0873259,0
0.0855905,0.936998,0.967987,-0.0408718,0.00755161,0.0869,0
0.0686618,1.08581,1.04202,0.0150687,0.0126001,0.11225,0
0.0312701,1.10302,1.05025,0.0291895,0.00403173,0.0634959,0
0.0673859,0.974952,0.987397,0.022421,0.00696083,0.0834316,0
0.0657334,1.03897,1.0193,0.00549722,0.00855523,0.0924945,0
0.0552809,1.00603,1.00301,0.0373115,0.0104121,0.10204,0
0.0415654,0.939512,0.969284,-0.0056756,0.0140384,0.118484,0
0.0738417,0.950485,0.974928,-0.0147233,0.0202079,0.142155,0
0.0853445,0.996986,0.998492,-0.00784667,0.00456291,0.0675493,0
0.100104,0.988405,0.994185,0.000317457,0.0121451,0.110205,0
0.0796775,1.10366,1.05055,-0.0203549,0.00862413,0.0928662,0
0.111006,0.970688,0.985235,0.0286387,0.00996225,0.0998111,0
0.0568277,1.01996,1.00993,0.0433433,0.00551922,0.0742915,0
0.113451,0.943498,0.971338,0.00202003,0.00721992,0.0849701,0
0.0412068,0.909757,0.953812,-0.0048,0.00577025,0.0759622,0
0.0719459,0.995556,0.997775,-0.00342408,0.0195197,0.139713,0
0.0380588,1.00668,1.00333,-0.0355367,0.0140238,0.118422,0
0.0709494,1.01532,1.00763,-0.020401,0.0126771,0.112593,0
0.0769154,0.948984,0.974158,-0.0176838,0.00674435,0.082124,0
0.0542784,0.935071,0.966991,-0.0227897,0.0112818,0.106216,0
0.0617988,0.994423,0.997208,0.00278081,0.0163171,0.127738,0
0.0610405,0.950131,0.974747,-0.00592445,0.00902751,0.0950132,0
0.0554349,1.05961,1.02937,0.0167795,0.00801181,0.0895087,0
0.0883071,0.965565,0.982631,-0.00339358,0.0148649,0.121922,0
0.0489485,1.09561,1.04671,0.0128031,0.00639347,0.0799591,0
0.0643561,0.962292,0.980965,0.00734718,0.0137392,0.117214,0
0.0825558,1.02853,1.01417,-0.0272137,0.0122036,0.11047,0
0.0588088,0.998424,0.999212,0.0200923,0.00793983,0.0891057,0
0.0330567,1.02003,1.00996,0.000621707,0.00542789,0.0736742,0
0.047367,1.0446,1.02206,-0.0254074,0.0070345,0.0838719,0
0.108336,0.989573,0.994773,0.0116202,0.00654433,0.0808971,0
0.026919,1.04975,1.02457,-0.0345196,0.00600742,0.0775075,0
0.111749,0.962827,0.981237,0.0179915,0.0107688,0.103773,0
0.0728277,1.09325,1.04559,0.00905854,0.00429467,0.0655337,0
0.0750393,1.0473,1.02338,0.0109131,0.0161251,0.126985,0
0.112422,0.989144,0.994557,-0.043595,0.0117872,0.108569,0
0.0510364,1.03921,1.01942,-0.0118975,0.013711,0.117094,0
0.0548715,1.02482,1.01233,0.00798483,0.0126003,0.112251,0
0.0511277,0.988026,0.993995,0.025077,0.0130403,0.114194,0
0.0632735,0.990091,0.995033,0.0125726,0.00339135,0.0582353,0
0.0622808,1.00704,1.00351,-0.0123278,0.00888043,0.094236,0
0.124943,1.08797,1.04306,-0.0221897,0.00918487,0.0958377,0
0.0385603,0.956248,0.977879,-0.0203156,0.0142436,0.119346,0
0.0718014,0.991896,0.99594,-0.00179277,0.0082382,0.0907645,0
0.0698956,1.02364,1.01175,-0.0290444,0.0120217,0.109643,0
0.0647709,0.906987,0.952359,-0.00103587,0.0046314,0.0680544,0
0.0573914,0.97625,0.988053,-0.0217585,0.0195828,0.139938,0
0.0766187,1.01802,1.00897,0.0306736,0.0107198,0.103536,0
0.0942866,1.01375,1.00685,-0.0374477,0.00355937,0.0596604,0
0.0657348,1.01776,1.00884,-0.0410088,0.00822164,0.0906732,0
0.0734331,1.00391,1.00195,0.0281557,0.00858956,0.0926799,0
0.0930779,0.945439,0.972337,0.0147324,0.00712197,0.0843918,0
0.108101,1.08275,1.04055,-0.0098542,0.00302866,0.0550333,0
0.102701,1.0623,1.03068,0.00108495,0.00499821,0.070698,0
0.123341,0.967732,0.983733,-0.0142174,0.0115005,0.107241,0
0.0692263,0.907134,0.952436,0.01399,0.016123,0.126976,0
0.0413363,1.02293,1.0114,0.0122218,0.00601617,0.077564,0
0.102192,0.987832,0.993897,0.0162936,0.0136527,0.116845,0
0.0616579,1.00647,1.00323,-0.00153475,0.0173725,0.131805,0
0.0503065,0.95379,0.976622,0.00978671,0.00465162,0.0682028,0
0.0821178,0.970676,0.985229,-0.00502481,0.0101735,0.100864,0
0.0545861,0.991536,0.995759,0.0146881,0.0109922,0.104844,0
0.0218691,0.926228,0.962408,-0.0269807,0.0079464,0.0891426,0
0.0474477,1.02183,1.01086,0.022712,0.0141195,0.118825,0
0.107554,0.976517,0.988189,0.0144835,0.00371874,0.0609815,0
0.0695111,1.02173,1.01081,0.0181837,0.00722994,0.0850291,0
0.0984468,1.11722,1.05699,-0.0179826,0.00845165,0.0919329,0
0.0705254,0.962762,0.981205,-0.00263252,0.0047765,0.0691123,0
0.0383709,1.05317,1.02624,0.016313,0.00203377,0.0450974,0
0.0770655,1.09581,1.04681,0.0162045,0.0127717,0.113012,0
0.0827736,1.02773,1.01377,-0.0424586,0.00972575,0.0986192,0
0.0657698,0.894503,0.945782,-0.0217262,0.00780602,0.0883517,0
0.0401311,0.915696,0.95692,0.0339702,0.00860099,0.0927415,0
0.0745889,0.953616,0.976533,0.0268708,0.00346912,0.0588992,0
0.0473036,1.02413,1.01199,-0.0252237,0.00416468,0.0645344,0
0.0649079,1.01422,1.00708,-0.00690065,0.00521149,0.0721906,0
0.064883,1.01708,1.0085,-0.0190219,0.00686504,0.0828555,0
0.0809364,1.08351,1.04092,-0.0252359,0.00665807,0.081597,0
0.0564907,1.00203,1.00101,-0.0296193,0.00973974,0.0986901,0
0.0509547,1.06079,1.02994,0.0124308,0.00566468,0.075264,0
0.038411,1.00689,1.00344,-0.0234918,0.0125111,0.111853,0
0.0350566,0.983375,0.991653,0.0532562,0.00623361,0.0789532,0
0.0443736,1.04768,1.02356,0.0675347,0.0105116,0.102526,0
0.0384003,1.00887,1.00442,0.0398844,0.0088727,0.094195,0
0.0326768,1.0251,1.01247,0.0351023,0.0150093,0.122513,0
0.0538697,0.885406,0.94096,0.0164617,0.00623807,0.0789815,0
0.0527913,0.930594,0.964673,-0.0661882,0.00924478,0.0961498,0
0.0891142,1.02988,1.01483,-0.019383,0.0046163,0.0679434,0
0.0562588,1.07792,1.03823,0.000703214,0.00531671,0.0729158,0
0.104086,1.00987,1.00492,-0.0445694,0.0113359,0.10647,0
0.0965519,1.00319,1.00159,-0.0259373,0.00758067,0.0870671,0
0.0606923,0.942344,0.970744,-0.0205207,0.00862911,0.092893,0
0.0708999,1.08697,1.04258,-0.0112081,0.00492851,0.0702033,0
0.0633152,0.986561,0.993258,-0.00299859,0.0107834,0.103843,0
0.0802377,1.04907,1.02424,0.010983,0.00465714,0.0682433,0
0.102791,0.982576,0.99125,-0.00638564,0.0169764,0.130293,0
0.087671,1.06494,1.03196,0.0512032,0.00651733,0.08073,0
0.0706904,1.03107,1.01542,-0.00676887,0.00410058,0.0640357,0
0.0959026,0.987251,0.993605,-0.033256,0.0102151,0.10107,0
0.0777004,1.00855,1.00426,-0.0275827,0.0114199,0.106864,0
0.0878754,1.06357,1.0313,0.0676783,0.0125785,0.112154,0
0.0496621,1.06161,1.03035,-0.00175651,0.00544298,0.0737766,0
0.0672269,1.01495,1.00745,0.000191498,0.0115761,0.107592,0
0.0714894,1.04403,1.02178,-0.0572579,0.0101361,0.100678,0
0.0360956,0.990957,0.995468,0.0121812,0.00999323,0.0999661,0
0.0894531,1.00574,1.00287,-0.0442871,0.0086367,0.0929338,0
0.0658773,1.08738,1.04277,0.0594327,0.00934715,0.0966807,0
0.0805536,1.01793,1.00893,0.0480641,0.0112772,0.106194,0
0.0744188,1.09725,1.0475,-0.00506257,0.00453624,0.0673516,0
0.109921,1.10244,1.04997,0.0293286,0.0132282,0.115014,0
0.0670372,1.01305,1.00651,-0.00903476,0.00955952,0.0977728,0
0.0634045,1.01972,1.00981,0.00476479,0.0083251,0.091242,0
0.0901112,1.10308,1.05028,-0.0609641,0.00514607,0.0717361,0
0.0418967,0.964061,0.981866,0.0310666,0.00927637,0.0963139,0
0.0479237,0.941269,0.97019,0.0326204,0.0126265,0.112368,0
0.0318419,0.927596,0.963118,-0.039486,0.00609686,0.0780824,0
0.106717,1.03409,1.0169,0.0185755,0.0129835,0.113945,0
0.064719,1.0336,1.01666,-0.0441329,0.00626284,0.0791381,0
0.0278721,0.992388,0.996187,-0.0357169,0.00814509,0.0902501,0
0.0553857,0.991722,0.995852,0.0192799,0.00583611,0.0763944,0
0.0644148,1.04721,1.02333,0.00853475,0.00678834,0.0823914,0
0.0977846,1.05832,1.02875,0.0267811,0.00650654,0.0806631,0
0.0642109,1.03197,1.01586,-0.00896618,0.00576518,0.0759287,0
0.0825719,0.940762,0.969929,0.0608966,0.0108398,0.104114,0
0.0649876,1.0013,1.00065,0.0224049,0.014508,0.120449,0
0.0840873,0.951575,0.975487,0.00451128,0.00840168,0.0916607,0
0.121277,0.939981,0.969526,-0.0189656,0.0040404,0.0635641,0
0.0955176,1.02828,1.01404,-0.00645757,0.00330415,0.0574817,0
0.0573543,0.989959,0.994967,-0.0021998,0.00787535,0.0887431,0
0.0650817,0.96321,0.981433,0.00122029,0.00552824,0.0743521,0
0.0649158,1.13995,1.06768,-0.00864207,0.0167157,0.129289,0
0.0297668,0.919981,0.959156,-0.0543669,0.00902659,0.0950084,0
0.0389109,0.912199,0.955091,0.0374431,0.00494971,0.0703542,0
0.0466117,1.00133,1.00067,-0.00630318,0.0058839,0.0767066,0
0.0648245,0.971213,0.985502,0.020977,0.00795096,0.0891682,0
0.0826853,1.04731,1.02338,-0.0102277,0.0111763,0.105718,0
0.0737234,1.08765,1.04291,-0.0555529,0.015877,0.126004,0
0.0764331,0.935178,0.967046,-0.0129388,0.00714694,0.0845396,0
0.06119,1.03081,1.01529,0.024004,0.0113314,0.106449,0
0.0847719,1.04925,1.02433,-0.0451104,0.0216785,0.147236,0
0.0772518,1.00174,1.00087,0.00681278,0.00995372,0.0997684,0
0.107147,1.01118,1.00558,0.0278906,0.00523957,0.0723849,0
0.077831,0.915573,0.956856,-0.0139611,0.00986658,0.0993307,0
0.113745,1.03018,1.01498,0.0185044,0.00849711,0.0921798,0
0.098912,1.08237,1.04037,0.0438103,0.016021,0.126574,0
0.0417473,0.965274,0.982483,-0.0375473,0.00749364,0.0865658,0
0.0757038,1.06003,1.02958,0.0667178,0.00736375,0.0858123,0
0.0517919,0.998768,0.999384,0.0428823,0.0111218,0.10546,0
0.0610546,0.951193,0.975291,-0.00128356,0.0075302,0.0867768,0
0.0604433,0.962277,0.980957,0.0260982,0.00835067,0.091382,0
0.0690936,1.06468,1.03183,-0.037954,0.0130599,0.11428,0
0.102167,0.884216,0.940328,0.0188688,0.00642522,0.0801574,0
0.0816808,1.00054,1.00027,0.0512816,0.00759164,0.08713,0
0.0832792,1.09345,1.04568,0.0198026,0.0102891,0.101435,0
0.0312208,1.04028,1.01994,-0.00323574,0.00830149,0.0911125,0
0.06959,1.09348,1.0457,-0.0459702,0.00908722,0.0953269,0
0.0102577,0.986785,0.99337,-0.0103786,0.00704234,0.0839187,0
0.0743031,1.00788,1.00393,0.00823919,0.0127658,0.112986,0
0.0250064,0.919875,0.959101,-0.0256508,0.0186257,0.136476,0
0.0492005,1.02536,1.0126,0.0133121,0.00861825,0.0928345,0
0.0528893,0.963074,0.981363,0.031661,0.00427784,0.0654052,0
0.0681366,0.992545,0.996265,-0.0248086,0.00937514,0.0968253,0
0.067501,0.918204,0.95823,-0.0529292,0.00429971,0.0655722,0
0.0489385,0.937327,0.968156,-0.00529649,0.0135554,0.116428,0
0.0621142,1.09513,1.04648,0.00800405,0.0122431,0.110648,0
0.0554398,0.952755,0.976092,0.0593439,0.00903075,0.0950303,0
0.0449549,1.04849,1.02396,-0.0193004,0.00469475,0.0685183,0
0.0698626,0.922192,0.960309,0.0188653,0.00751188,0.0866711,0
0.0604946,1.06041,1.02976,-0.00757655,0.0109595,0.104687,0
0.101567,1.03408,1.0169,-0.0151123,0.0040095,0.0633206,0
0.0564368,0.972392,0.9861,0.00643663,0.00522384,0.0722762,0
0.0467759,1.04833,1.02388,-0.043119,0.00896101,0.0946626,0
0.0917047,1.03504,1.01737,-0.0166595,0.00509528,0.0713812,0
0.0729681,0.981327,0.990619,0.0275326,0.0104666,0.102306,0
0.124467,1.05148,1.02542,0.0353151,0.0103764,0.101864,0
0.0859881,1.00732,1.00365,0.0202796,0.00474,0.0688476,0
0.0869583,1.02248,1.01118,0.0328972,0.010162,0.100807,0
0.0594619,0.919969,0.95915,0.0174729,0.0144563,0.120234,0
0.0693902,0.987227,0.993593,0.0415984,0.0132494,0.115106,0
0.109679,1.01405,1.007,0.0209437,0.0100868,0.100433,0
0.0822508,1.12262,1.05954,0.00160316,0.00748506,0.0865162,0
0.0955942,1.06773,1.03331,0.00377407,0.00510503,0.0714495,0
0.0754062,1.01339,1.00667,-0.00534743,0.011573,0.107578,0
0.0791027,1.06634,1.03264,0.00051333,0.0170953,0.130749,0
0.0465579,1.12038,1.05848,0.0260889,0.008968,0.0946995,0
0.0587557,1.00702,1.0035,-0.0300454,0.00699431,0.083632,0
0.114335,0.925156,0.96185,-0.0303562,0.0115867,0.107641,0
0.0561421,0.974924,0.987382,0.0453514,0.00347826,0.0589767,0
0.10282,0.95378,0.976616,-0.00236051,0.00883764,0.0940087,0
0.127062,1.0288,1.0143,0.0171787,0.00955172,0.0977329,0
0.0361303,0.942017,0.970575,0.0128404,0.00680961,0.0825204,0
0.0759862,1.03418,1.01695,-0.0139604,0.00838228,0.0915548,0
0.060226,0.89358,0.945293,0.0110246,0.0113114,0.106355,0
0.0962811,1.03702,1.01834,-0.0021052,0.0132016,0.114898,0
0.070447,0.900486,0.948939,0.0286708,0.00745341,0.0863332,0
0.0433184,0.946904,0.97309,-0.0262623,0.010255,0.101267,0
0.0732227,0.947238,0.973261,-0.00877232,0.006452,0.0803243,0
0.0480688,1.00697,1.00348,-0.0180407,0.0116667,0.108012,0
0.0358343,0.987404,0.993682,0.00991112,0.0131256,0.114567,0
0.0656915,1.00406,1.00203,-0.0202895,0.0140176,0.118396,0
0.0450798,0.987224,0.993592,-0.00214158,0.00988199,0.0994082,0
0.0632208,1.00531,1.00265,-0.00091234,0.00386839,0.0621964,0
